Win,Loss,Team,Data,,
57,41,STL,"[8, 27, 1890]",,
57,42,STL,"[8, 28, 1890]",,
51,47,PHA,"[8, 28, 1890]",,
52,50,PHA,"[9, 1, 1890]",,
41,59,SYR,"[9, 1, 1890]",,
52,48,TOL,"[9, 2, 1890]",,
42,59,SYR,"[9, 2, 1890]",,
53,48,TOL,"[9, 3, 1890]",,
52,51,PHA,"[9, 3, 1890]",,
43,59,SYR,"[9, 3, 1890]",,
52,52,PHA,"[9, 4, 1890]",,
44,60,SYR,"[9, 6, 1890]",,
68,37,LOU,"[9, 9, 1890]",,
59,48,COL,"[9, 9, 1890]",,
56,50,ROC,"[9, 9, 1890]",,
44,61,SYR,"[9, 9, 1890]",,
68,39,LOU,"[9, 13, 1890]",,
56,49,TOL,"[9, 13, 1890]",,
57,50,ROC,"[9, 13, 1890]",,
53,56,PHA,"[9, 13, 1890]",,
56,51,TOL,"[9, 14, 1890]",,
54,56,PHA,"[9, 14, 1890]",,
56,52,TOL,"[9, 15, 1890]",,
71,40,LOU,"[9, 16, 1890]",,
72,40,LOU,"[9, 17, 1890]",,
59,50,ROC,"[9, 17, 1890]",,
57,55,TOL,"[9, 18, 1890]",,
54,58,PHA,"[9, 19, 1890]",,
75,40,LOU,"[9, 20, 1890]",,
58,55,TOL,"[9, 20, 1890]",,
44,66,SYR,"[9, 20, 1890]",,
77,40,LOU,"[9, 21, 1890]",,
70,48,STL,"[9, 21, 1890]",,
44,67,SYR,"[9, 21, 1890]",,
70,49,STL,"[9, 22, 1890]",,
60,54,ROC,"[9, 22, 1890]",,
78,40,LOU,"[9, 23, 1890]",,
71,49,STL,"[9, 23, 1890]",,
67,52,COL,"[9, 23, 1890]",,
60,56,TOL,"[9, 23, 1890]",,
60,57,TOL,"[9, 24, 1890]",,
73,49,STL,"[9, 26, 1890]",,
74,49,STL,"[9, 27, 1890]",,
54,66,PHA,"[9, 27, 1890]",,
79,41,LOU,"[9, 28, 1890]",,
75,50,STL,"[9, 28, 1890]",,
54,68,PHA,"[9, 28, 1890]",,
80,41,LOU,"[9, 29, 1890]",,
81,41,LOU,"[9, 30, 1890]",,
65,57,TOL,"[9, 30, 1890]",,
60,58,ROC,"[9, 30, 1890]",,
54,69,PHA,"[9, 30, 1890]",,
82,42,LOU,"[10, 4, 1890]",,
76,52,STL,"[10, 4, 1890]",,
60,59,ROC,"[10, 4, 1890]",,
77,52,STL,"[10, 5, 1890]",,
83,42,LOU,"[10, 6, 1890]",,
73,55,COL,"[10, 6, 1890]",,
67,58,TOL,"[10, 6, 1890]",,
67,59,TOL,"[10, 7, 1890]",,
77,54,STL,"[10, 8, 1890]",,
74,55,COL,"[10, 8, 1890]",,
61,59,ROC,"[10, 8, 1890]",,
85,43,LOU,"[10, 9, 1890]",,
77,55,STL,"[10, 9, 1890]",,
68,60,TOL,"[10, 9, 1890]",,
62,59,ROC,"[10, 9, 1890]",,
54,75,PHA,"[10, 9, 1890]",,
76,55,COL,"[10, 10, 1890]",,
77,56,STL,"[10, 10, 1890]",,
62,60,ROC,"[10, 10, 1890]",,
87,43,LOU,"[10, 11, 1890]",,
68,62,TOL,"[10, 11, 1890]",,
63,60,ROC,"[10, 11, 1890]",,
54,77,PHA,"[10, 11, 1890]",,
78,55,COL,"[10, 12, 1890]",,
68,63,TOL,"[10, 12, 1890]",,
54,78,PHA,"[10, 12, 1890]",,
79,55,COL,"[10, 13, 1890]",,
68,64,TOL,"[10, 13, 1890]",,
63,61,ROC,"[10, 13, 1890]",,
78,58,STL,"[10, 14, 1890]",,
63,63,ROC,"[10, 15, 1890]",,
33,19,STL,"[6, 7, 1891]",,
35,20,STL,"[6, 13, 1891]",,
36,20,BOS,"[6, 20, 1891]",,
29,30,COL,"[6, 20, 1891]",,
30,31,COL,"[6, 23, 1891]",,
28,41,LOU,"[6, 30, 1891]",,
28,42,LOU,"[7, 1, 1891]",,
32,35,CKK,"[7, 2, 1891]",,
19,43,WAS,"[7, 2, 1891]",,
47,26,STL,"[7, 4, 1891]",,
29,46,LOU,"[7, 7, 1891]",,
34,40,COL,"[7, 9, 1891]",,
25,51,WAS,"[7, 22, 1891]",,
47,32,BAL,"[7, 27, 1891]",,
58,27,BOS,"[7, 30, 1891]",,
57,32,STL,"[8, 1, 1891]",,
39,49,CKK,"[8, 2, 1891]",,
30,63,LOU,"[8, 2, 1891]",,
59,32,STL,"[8, 3, 1891]",,
44,46,COL,"[8, 3, 1891]",,
60,32,STL,"[8, 4, 1891]",,
28,57,WAS,"[8, 5, 1891]",,
61,30,BOS,"[8, 6, 1891]",,
60,34,STL,"[8, 6, 1891]",,
61,34,STL,"[8, 7, 1891]",,
63,30,BOS,"[8, 8, 1891]",,
64,30,BOS,"[8, 9, 1891]",,
53,37,BAL,"[8, 9, 1891]",,
30,59,WAS,"[8, 9, 1891]",,
32,67,LOU,"[8, 9, 1891]",,
42,53,CKK,"[8, 10, 1891]",,
33,67,LOU,"[8, 10, 1891]",,
42,54,CKK,"[8, 11, 1891]",,
43,54,CKK,"[8, 12, 1891]",,
67,31,BOS,"[8, 13, 1891]",,
55,39,BAL,"[8, 13, 1891]",,
48,52,COL,"[8, 15, 1891]",,
43,56,CKK,"[8, 15, 1891]",,
30,64,WAS,"[8, 15, 1891]",,
43,57,CKK,"[8, 16, 1891]",,
36,69,LOU,"[8, 16, 1891]",,
68,31,BOS,"[8, 17, 1891]",,
37,69,LOU,"[8, 17, 1891]",,
69,31,BOS,"[8, 18, 1891]",,
70,32,BOS,"[8, 20, 1891]",,
37,70,LOU,"[8, 20, 1891]",,
71,32,BOS,"[8, 21, 1891]",,
48,56,COL,"[8, 21, 1891]",,
52,49,PHA,"[8, 22, 1891]",,
53,50,PHA,"[8, 25, 1891]",,
37,71,LOU,"[8, 25, 1891]",,
76,32,BOS,"[8, 27, 1891]",,
53,51,PHA,"[8, 27, 1891]",,
38,71,LOU,"[8, 27, 1891]",,
70,40,STL,"[8, 28, 1891]",,
54,51,PHA,"[8, 28, 1891]",,
35,66,WAS,"[8, 28, 1891]",,
71,41,STL,"[8, 31, 1891]",,
57,52,PHA,"[8, 31, 1891]",,
51,62,COL,"[8, 31, 1891]",,
77,32,BOS,"[9, 1, 1891]",,
71,42,STL,"[9, 1, 1891]",,
58,52,PHA,"[9, 1, 1891]",,
51,63,COL,"[9, 1, 1891]",,
36,67,WAS,"[9, 1, 1891]",,
38,72,LOU,"[9, 1, 1891]",,
78,32,BOS,"[9, 2, 1891]",,
72,42,STL,"[9, 2, 1891]",,
58,53,PHA,"[9, 2, 1891]",,
51,64,COL,"[9, 2, 1891]",,
78,33,BOS,"[9, 3, 1891]",,
72,43,STL,"[9, 3, 1891]",,
52,64,COL,"[9, 3, 1891]",,
37,68,WAS,"[9, 3, 1891]",,
60,53,PHA,"[9, 4, 1891]",,
52,65,COL,"[9, 4, 1891]",,
38,68,WAS,"[9, 4, 1891]",,
53,66,COL,"[9, 5, 1891]",,
63,54,PHA,"[9, 7, 1891]",,
39,76,LOU,"[9, 7, 1891]",,
80,33,BOS,"[9, 8, 1891]",,
72,44,STL,"[9, 8, 1891]",,
56,66,COL,"[9, 8, 1891]",,
81,33,BOS,"[9, 10, 1891]",,
72,45,STL,"[9, 10, 1891]",,
39,77,LOU,"[9, 10, 1891]",,
81,34,BOS,"[9, 11, 1891]",,
73,45,STL,"[9, 11, 1891]",,
39,78,LOU,"[9, 11, 1891]",,
81,35,BOS,"[9, 12, 1891]",,
74,45,STL,"[9, 12, 1891]",,
57,67,COL,"[9, 12, 1891]",,
75,45,STL,"[9, 13, 1891]",,
66,51,BAL,"[9, 13, 1891]",,
58,68,COL,"[9, 13, 1891]",,
41,78,LOU,"[9, 13, 1891]",,
82,36,BOS,"[9, 14, 1891]",,
76,45,STL,"[9, 14, 1891]",,
66,52,BAL,"[9, 14, 1891]",,
41,79,LOU,"[9, 14, 1891]",,
77,45,STL,"[9, 15, 1891]",,
78,45,STL,"[9, 16, 1891]",,
59,69,COL,"[9, 16, 1891]",,
43,79,LOU,"[9, 16, 1891]",,
84,37,BOS,"[9, 17, 1891]",,
79,45,STL,"[9, 17, 1891]",,
65,59,PHA,"[9, 17, 1891]",,
59,70,COL,"[9, 17, 1891]",,
44,79,LOU,"[9, 17, 1891]",,
79,46,STL,"[9, 18, 1891]",,
67,55,BAL,"[9, 18, 1891]",,
80,47,STL,"[9, 19, 1891]",,
60,70,COL,"[9, 19, 1891]",,
81,47,STL,"[9, 20, 1891]",,
66,62,PHA,"[9, 20, 1891]",,
85,39,BOS,"[9, 21, 1891]",,
82,47,STL,"[9, 21, 1891]",,
66,63,PHA,"[9, 21, 1891]",,
86,39,BOS,"[9, 22, 1891]",,
83,47,STL,"[9, 22, 1891]",,
41,84,WAS,"[9, 22, 1891]",,
87,39,BOS,"[9, 24, 1891]",,
67,63,PHA,"[9, 24, 1891]",,
61,72,COL,"[9, 24, 1891]",,
41,85,WAS,"[9, 24, 1891]",,
68,59,BAL,"[9, 25, 1891]",,
89,39,BOS,"[9, 26, 1891]",,
83,48,STL,"[9, 26, 1891]",,
69,63,PHA,"[9, 26, 1891]",,
61,73,COL,"[9, 26, 1891]",,
50,79,LOU,"[9, 26, 1891]",,
41,87,WAS,"[9, 26, 1891]",,
83,50,STL,"[9, 27, 1891]",,
61,74,COL,"[9, 27, 1891]",,
42,87,WAS,"[9, 28, 1891]",,
71,64,PHA,"[10, 1, 1891]",,
42,88,WAS,"[10, 1, 1891]",,
69,62,BAL,"[10, 2, 1891]",,
71,65,PHA,"[10, 2, 1891]",,
61,75,COL,"[10, 2, 1891]",,
92,41,BOS,"[10, 3, 1891]",,
84,50,STL,"[10, 3, 1891]",,
72,65,PHA,"[10, 3, 1891]",,
85,51,STL,"[10, 4, 1891]",,
61,76,COL,"[10, 4, 1891]",,
54,83,LOU,"[10, 4, 1891]",,
93,42,BOS,"[10, 5, 1891]",,
73,66,PHA,"[10, 5, 1891]",,
69,64,BAL,"[10, 5, 1891]",,
44,91,WAS,"[10, 6, 1891]",,
1,15,BLN,"[5, 4, 1892]",,
1,16,BLN,"[5, 6, 1892]",,
2,16,BLN,"[5, 7, 1892]",,
15,27,STL,"[6, 7, 1892]",,
19,32,STL,"[6, 19, 1892]",,
37,27,CIN,"[7, 4, 1892]",,
34,35,PIT,"[7, 4, 1892]",,
27,38,STL,"[7, 4, 1892]",,
35,36,PIT,"[7, 6, 1892]",,
28,39,STL,"[7, 6, 1892]",,
29,41,STL,"[7, 10, 1892]",,
29,42,STL,"[7, 11, 1892]",,
20,55,BLN,"[7, 12, 1892]",,
44,31,CIN,"[7, 13, 1892]",,
30,47,LOU,"[7, 13, 1892]",,
47,31,PHI,"[7, 16, 1892]",,
21,56,BLN,"[7, 16, 1892]",,
53,24,BSN,"[7, 18, 1892]",,
21,57,BLN,"[7, 18, 1892]",,
31,50,LOU,"[7, 19, 1892]",,
21,58,BLN,"[7, 19, 1892]",,
48,32,CIN,"[7, 20, 1892]",,
49,32,CIN,"[7, 21, 1892]",,
33,50,LOU,"[7, 21, 1892]",,
33,51,LOU,"[7, 22, 1892]",,
33,52,LOU,"[7, 23, 1892]",,
40,45,WHS,"[7, 25, 1892]",,
38,47,NYG,"[7, 28, 1892]",,
42,46,PIT,"[7, 29, 1892]",,
42,47,PIT,"[7, 30, 1892]",,
43,47,PIT,"[8, 1, 1892]",,
43,48,PIT,"[8, 2, 1892]",,
62,28,BSN,"[8, 3, 1892]",,
44,48,PIT,"[8, 3, 1892]",,
29,63,BLN,"[8, 4, 1892]",,
41,50,NYG,"[8, 5, 1892]",,
39,50,CHC,"[8, 6, 1892]",,
40,50,CHC,"[8, 8, 1892]",,
30,65,BLN,"[8, 8, 1892]",,
44,54,WHS,"[8, 9, 1892]",,
37,57,STL,"[8, 9, 1892]",,
59,39,PHI,"[8, 10, 1892]",,
41,51,CHC,"[8, 10, 1892]",,
48,50,PIT,"[8, 11, 1892]",,
44,52,NYG,"[8, 11, 1892]",,
41,52,CHC,"[8, 11, 1892]",,
61,39,PHI,"[8, 12, 1892]",,
41,53,CHC,"[8, 12, 1892]",,
38,58,STL,"[8, 12, 1892]",,
32,66,BLN,"[8, 12, 1892]",,
41,54,CHC,"[8, 13, 1892]",,
38,59,STL,"[8, 13, 1892]",,
63,40,PHI,"[8, 16, 1892]",,
59,41,CLV,"[8, 16, 1892]",,
63,41,PHI,"[8, 17, 1892]",,
42,56,CHC,"[8, 17, 1892]",,
68,34,BSN,"[8, 18, 1892]",,
64,41,PHI,"[8, 18, 1892]",,
61,41,CLV,"[8, 18, 1892]",,
46,59,WHS,"[8, 18, 1892]",,
68,35,BSN,"[8, 19, 1892]",,
64,42,PHI,"[8, 19, 1892]",,
64,43,PHI,"[8, 20, 1892]",,
57,49,CIN,"[8, 20, 1892]",,
53,53,PIT,"[8, 20, 1892]",,
46,60,WHS,"[8, 20, 1892]",,
46,61,WHS,"[8, 21, 1892]",,
45,63,LOU,"[8, 21, 1892]",,
36,70,BLN,"[8, 21, 1892]",,
70,39,BRO,"[8, 22, 1892]",,
63,42,CLV,"[8, 22, 1892]",,
53,54,PIT,"[8, 22, 1892]",,
46,62,WHS,"[8, 22, 1892]",,
46,63,LOU,"[8, 22, 1892]",,
36,71,BLN,"[8, 22, 1892]",,
69,37,BSN,"[8, 23, 1892]",,
48,57,NYG,"[8, 23, 1892]",,
70,37,BSN,"[8, 24, 1892]",,
60,49,CIN,"[8, 24, 1892]",,
54,55,PIT,"[8, 24, 1892]",,
47,63,LOU,"[8, 24, 1892]",,
46,64,WHS,"[8, 24, 1892]",,
42,65,STL,"[8, 24, 1892]",,
47,64,LOU,"[8, 25, 1892]",,
43,65,STL,"[8, 25, 1892]",,
66,43,CLV,"[8, 26, 1892]",,
66,46,PHI,"[8, 26, 1892]",,
55,56,PIT,"[8, 26, 1892]",,
48,64,LOU,"[8, 26, 1892]",,
43,66,STL,"[8, 26, 1892]",,
71,43,BRO,"[8, 27, 1892]",,
67,43,CLV,"[8, 27, 1892]",,
67,46,PHI,"[8, 27, 1892]",,
48,65,LOU,"[8, 27, 1892]",,
73,38,BSN,"[8, 29, 1892]",,
68,43,CLV,"[8, 29, 1892]",,
67,47,PHI,"[8, 29, 1892]",,
56,57,PIT,"[8, 29, 1892]",,
48,66,LOU,"[8, 29, 1892]",,
45,67,STL,"[8, 29, 1892]",,
57,57,PIT,"[8, 30, 1892]",,
49,66,LOU,"[8, 30, 1892]",,
74,39,BSN,"[8, 31, 1892]",,
73,44,BRO,"[8, 31, 1892]",,
69,43,CLV,"[8, 31, 1892]",,
58,57,PIT,"[8, 31, 1892]",,
49,62,NYG,"[8, 31, 1892]",,
49,67,LOU,"[8, 31, 1892]",,
36,77,BLN,"[8, 31, 1892]",,
75,39,BSN,"[9, 1, 1892]",,
70,43,CLV,"[9, 1, 1892]",,
59,57,PIT,"[9, 1, 1892]",,
49,63,NYG,"[9, 1, 1892]",,
50,67,LOU,"[9, 1, 1892]",,
36,78,BLN,"[9, 1, 1892]",,
76,39,BSN,"[9, 2, 1892]",,
73,46,BRO,"[9, 2, 1892]",,
50,64,NYG,"[9, 2, 1892]",,
51,68,LOU,"[9, 2, 1892]",,
36,79,BLN,"[9, 2, 1892]",,
76,40,BSN,"[9, 3, 1892]",,
71,44,CLV,"[9, 3, 1892]",,
48,68,STL,"[9, 3, 1892]",,
36,80,BLN,"[9, 3, 1892]",,
75,47,BRO,"[9, 5, 1892]",,
68,52,CIN,"[9, 5, 1892]",,
50,66,NYG,"[9, 5, 1892]",,
51,66,NYG,"[9, 6, 1892]",,
79,40,BSN,"[9, 7, 1892]",,
52,67,NYG,"[9, 7, 1892]",,
37,82,BLN,"[9, 7, 1892]",,
68,54,CIN,"[9, 8, 1892]",,
52,68,NYG,"[9, 8, 1892]",,
79,42,BSN,"[9, 9, 1892]",,
68,55,CIN,"[9, 9, 1892]",,
53,68,NYG,"[9, 9, 1892]",,
53,71,LOU,"[9, 9, 1892]",,
80,42,BSN,"[9, 10, 1892]",,
75,46,CLV,"[9, 10, 1892]",,
69,55,CIN,"[9, 10, 1892]",,
53,69,NYG,"[9, 10, 1892]",,
40,82,BLN,"[9, 10, 1892]",,
81,42,BSN,"[9, 12, 1892]",,
69,56,CIN,"[9, 12, 1892]",,
51,75,WHS,"[9, 12, 1892]",,
40,83,BLN,"[9, 12, 1892]",,
76,47,CLV,"[9, 13, 1892]",,
66,61,PIT,"[9, 13, 1892]",,
55,69,NYG,"[9, 13, 1892]",,
70,56,CIN,"[9, 14, 1892]",,
52,75,WHS,"[9, 14, 1892]",,
49,76,STL,"[9, 14, 1892]",,
49,77,STL,"[9, 15, 1892]",,
84,43,BSN,"[9, 16, 1892]",,
78,48,CLV,"[9, 16, 1892]",,
57,66,CHC,"[9, 16, 1892]",,
57,70,NYG,"[9, 16, 1892]",,
54,76,LOU,"[9, 16, 1892]",,
50,77,STL,"[9, 16, 1892]",,
42,84,BLN,"[9, 16, 1892]",,
72,57,CIN,"[9, 17, 1892]",,
50,78,STL,"[9, 17, 1892]",,
43,84,BLN,"[9, 17, 1892]",,
79,49,CLV,"[9, 19, 1892]",,
58,67,CHC,"[9, 19, 1892]",,
79,50,CLV,"[9, 20, 1892]",,
51,79,STL,"[9, 20, 1892]",,
80,50,CLV,"[9, 21, 1892]",,
74,60,PHI,"[9, 21, 1892]",,
69,65,PIT,"[9, 21, 1892]",,
55,78,LOU,"[9, 21, 1892]",,
51,80,STL,"[9, 21, 1892]",,
81,50,CLV,"[9, 22, 1892]",,
55,79,LOU,"[9, 22, 1892]",,
82,50,CLV,"[9, 23, 1892]",,
83,53,BRO,"[9, 23, 1892]",,
70,66,PIT,"[9, 23, 1892]",,
60,69,CHC,"[9, 23, 1892]",,
55,80,LOU,"[9, 23, 1892]",,
88,45,BSN,"[9, 24, 1892]",,
85,53,BRO,"[9, 24, 1892]",,
71,66,PIT,"[9, 24, 1892]",,
55,81,LOU,"[9, 24, 1892]",,
52,82,STL,"[9, 25, 1892]",,
88,46,BSN,"[9, 26, 1892]",,
86,53,BRO,"[9, 26, 1892]",,
77,60,PHI,"[9, 26, 1892]",,
75,60,CIN,"[9, 26, 1892]",,
71,67,PIT,"[9, 26, 1892]",,
56,81,LOU,"[9, 26, 1892]",,
89,46,BSN,"[9, 27, 1892]",,
85,50,CLV,"[9, 27, 1892]",,
86,54,BRO,"[9, 27, 1892]",,
77,61,PHI,"[9, 27, 1892]",,
72,67,PIT,"[9, 27, 1892]",,
64,71,NYG,"[9, 27, 1892]",,
53,83,STL,"[9, 27, 1892]",,
43,90,BLN,"[9, 27, 1892]",,
90,46,BSN,"[9, 28, 1892]",,
86,50,CLV,"[9, 28, 1892]",,
86,55,BRO,"[9, 28, 1892]",,
78,61,PHI,"[9, 28, 1892]",,
73,67,PIT,"[9, 28, 1892]",,
65,71,NYG,"[9, 28, 1892]",,
57,82,LOU,"[9, 28, 1892]",,
56,82,WHS,"[9, 28, 1892]",,
53,84,STL,"[9, 28, 1892]",,
43,91,BLN,"[9, 28, 1892]",,
87,50,CLV,"[9, 29, 1892]",,
87,55,BRO,"[9, 29, 1892]",,
79,61,PHI,"[9, 29, 1892]",,
75,63,CIN,"[9, 29, 1892]",,
65,72,NYG,"[9, 29, 1892]",,
62,72,CHC,"[9, 29, 1892]",,
56,83,WHS,"[9, 29, 1892]",,
53,85,STL,"[9, 29, 1892]",,
43,92,BLN,"[9, 29, 1892]",,
87,51,CLV,"[9, 30, 1892]",,
87,56,BRO,"[9, 30, 1892]",,
80,61,PHI,"[9, 30, 1892]",,
75,64,CIN,"[9, 30, 1892]",,
74,67,PIT,"[9, 30, 1892]",,
57,83,LOU,"[9, 30, 1892]",,
56,84,WHS,"[9, 30, 1892]",,
54,85,STL,"[9, 30, 1892]",,
44,92,BLN,"[9, 30, 1892]",,
92,47,BSN,"[10, 1, 1892]",,
88,56,BRO,"[10, 1, 1892]",,
81,61,PHI,"[10, 1, 1892]",,
76,64,CIN,"[10, 1, 1892]",,
75,68,PIT,"[10, 1, 1892]",,
65,74,NYG,"[10, 1, 1892]",,
63,73,CHC,"[10, 1, 1892]",,
58,84,LOU,"[10, 1, 1892]",,
57,84,WHS,"[10, 1, 1892]",,
55,85,STL,"[10, 1, 1892]",,
44,93,BLN,"[10, 1, 1892]",,
78,64,CIN,"[10, 2, 1892]",,
55,87,STL,"[10, 2, 1892]",,
89,56,BRO,"[10, 3, 1892]",,
81,62,PHI,"[10, 3, 1892]",,
75,69,PIT,"[10, 3, 1892]",,
66,74,NYG,"[10, 3, 1892]",,
63,74,CHC,"[10, 3, 1892]",,
59,84,LOU,"[10, 3, 1892]",,
57,85,WHS,"[10, 3, 1892]",,
93,47,BSN,"[10, 4, 1892]",,
88,53,CLV,"[10, 4, 1892]",,
75,70,PIT,"[10, 4, 1892]",,
68,74,NYG,"[10, 4, 1892]",,
64,74,CHC,"[10, 4, 1892]",,
60,84,LOU,"[10, 4, 1892]",,
57,87,WHS,"[10, 4, 1892]",,
44,94,BLN,"[10, 4, 1892]",,
89,53,CLV,"[10, 5, 1892]",,
90,56,BRO,"[10, 5, 1892]",,
78,65,CIN,"[10, 5, 1892]",,
68,75,NYG,"[10, 5, 1892]",,
64,75,CHC,"[10, 5, 1892]",,
61,84,LOU,"[10, 5, 1892]",,
95,47,BSN,"[10, 6, 1892]",,
89,54,CLV,"[10, 6, 1892]",,
90,57,BRO,"[10, 6, 1892]",,
81,64,PHI,"[10, 6, 1892]",,
79,65,CIN,"[10, 6, 1892]",,
77,70,PIT,"[10, 6, 1892]",,
69,75,NYG,"[10, 6, 1892]",,
65,75,CHC,"[10, 6, 1892]",,
61,85,LOU,"[10, 6, 1892]",,
58,87,WHS,"[10, 6, 1892]",,
55,89,STL,"[10, 6, 1892]",,
44,95,BLN,"[10, 6, 1892]",,
96,47,BSN,"[10, 7, 1892]",,
90,54,CLV,"[10, 7, 1892]",,
91,57,BRO,"[10, 7, 1892]",,
82,64,PHI,"[10, 7, 1892]",,
80,65,CIN,"[10, 7, 1892]",,
77,71,PIT,"[10, 7, 1892]",,
69,76,NYG,"[10, 7, 1892]",,
66,75,CHC,"[10, 7, 1892]",,
61,86,LOU,"[10, 7, 1892]",,
58,88,WHS,"[10, 7, 1892]",,
55,90,STL,"[10, 7, 1892]",,
44,96,BLN,"[10, 7, 1892]",,
98,47,BSN,"[10, 8, 1892]",,
91,54,CLV,"[10, 8, 1892]",,
82,65,PHI,"[10, 8, 1892]",,
78,71,PIT,"[10, 8, 1892]",,
69,78,NYG,"[10, 8, 1892]",,
66,76,CHC,"[10, 8, 1892]",,
55,91,STL,"[10, 8, 1892]",,
45,96,BLN,"[10, 8, 1892]",,
80,66,CIN,"[10, 9, 1892]",,
62,86,LOU,"[10, 9, 1892]",,
91,55,CLV,"[10, 10, 1892]",,
92,57,BRO,"[10, 10, 1892]",,
83,65,PHI,"[10, 10, 1892]",,
80,67,CIN,"[10, 10, 1892]",,
79,71,PIT,"[10, 10, 1892]",,
67,76,CHC,"[10, 10, 1892]",,
58,89,WHS,"[10, 10, 1892]",,
45,97,BLN,"[10, 10, 1892]",,
99,48,BSN,"[10, 11, 1892]",,
93,58,BRO,"[10, 11, 1892]",,
84,65,PHI,"[10, 11, 1892]",,
80,68,CIN,"[10, 11, 1892]",,
70,78,NYG,"[10, 11, 1892]",,
68,76,CHC,"[10, 11, 1892]",,
62,87,LOU,"[10, 11, 1892]",,
58,90,WHS,"[10, 11, 1892]",,
56,91,STL,"[10, 11, 1892]",,
45,98,BLN,"[10, 11, 1892]",,
91,56,CLV,"[10, 12, 1892]",,
85,65,PHI,"[10, 12, 1892]",,
80,71,PIT,"[10, 12, 1892]",,
70,79,NYG,"[10, 12, 1892]",,
63,87,LOU,"[10, 12, 1892]",,
58,91,WHS,"[10, 12, 1892]",,
56,92,STL,"[10, 12, 1892]",,
46,98,BLN,"[10, 12, 1892]",,
100,48,BSN,"[10, 13, 1892]",,
93,59,BRO,"[10, 13, 1892]",,
86,65,PHI,"[10, 13, 1892]",,
81,68,CIN,"[10, 13, 1892]",,
80,72,PIT,"[10, 13, 1892]",,
56,93,STL,"[10, 13, 1892]",,
46,99,BLN,"[10, 13, 1892]",,
92,56,CLV,"[10, 14, 1892]",,
87,65,PHI,"[10, 14, 1892]",,
70,80,NYG,"[10, 14, 1892]",,
63,88,LOU,"[10, 14, 1892]",,
102,48,BSN,"[10, 15, 1892]",,
93,56,CLV,"[10, 15, 1892]",,
95,59,BRO,"[10, 15, 1892]",,
87,66,PHI,"[10, 15, 1892]",,
82,68,CIN,"[10, 15, 1892]",,
80,73,PIT,"[10, 15, 1892]",,
70,76,CHC,"[10, 15, 1892]",,
71,80,NYG,"[10, 15, 1892]",,
63,89,LOU,"[10, 15, 1892]",,
58,93,WHS,"[10, 15, 1892]",,
56,94,STL,"[10, 15, 1892]",,
46,101,BLN,"[10, 15, 1892]",,
5,25,LOU,"[6, 14, 1893]",,
7,29,LOU,"[6, 22, 1893]",,
16,34,LOU,"[7, 11, 1893]",,
40,23,BSN,"[7, 13, 1893]",,
46,26,BSN,"[7, 22, 1893]",,
22,42,LOU,"[7, 26, 1893]",,
41,39,BRO,"[8, 1, 1893]",,
37,46,BLN,"[8, 4, 1893]",,
26,48,LOU,"[8, 6, 1893]",,
40,46,STL,"[8, 7, 1893]",,
27,49,LOU,"[8, 7, 1893]",,
53,33,PHI,"[8, 8, 1893]",,
39,47,BLN,"[8, 8, 1893]",,
28,50,LOU,"[8, 8, 1893]",,
42,45,BRO,"[8, 9, 1893]",,
43,45,BRO,"[8, 10, 1893]",,
40,47,STL,"[8, 10, 1893]",,
31,57,WHS,"[8, 10, 1893]",,
51,35,CLV,"[8, 11, 1893]",,
39,51,BLN,"[8, 12, 1893]",,
44,47,BRO,"[8, 14, 1893]",,
40,51,BLN,"[8, 14, 1893]",,
32,59,WHS,"[8, 14, 1893]",,
40,52,BLN,"[8, 15, 1893]",,
45,48,BRO,"[8, 16, 1893]",,
45,49,CIN,"[8, 19, 1893]",,
45,54,BLN,"[8, 23, 1893]",,
41,58,CHC,"[8, 23, 1893]",,
46,54,BLN,"[8, 24, 1893]",,
44,56,STL,"[8, 24, 1893]",,
35,65,WHS,"[8, 24, 1893]",,
71,30,BSN,"[8, 25, 1893]",,
46,55,BLN,"[8, 25, 1893]",,
47,55,BLN,"[8, 26, 1893]",,
61,42,PIT,"[8, 28, 1893]",,
47,56,BLN,"[8, 28, 1893]",,
42,61,CHC,"[8, 28, 1893]",,
39,59,LOU,"[8, 28, 1893]",,
53,49,NYG,"[8, 29, 1893]",,
47,57,STL,"[8, 29, 1893]",,
37,67,WHS,"[8, 29, 1893]",,
56,46,CLV,"[8, 30, 1893]",,
49,57,BLN,"[8, 31, 1893]",,
47,60,STL,"[8, 31, 1893]",,
40,61,LOU,"[8, 31, 1893]",,
54,52,BRO,"[9, 2, 1893]",,
47,61,STL,"[9, 2, 1893]",,
65,44,PIT,"[9, 4, 1893]",,
47,62,STL,"[9, 4, 1893]",,
66,44,PIT,"[9, 6, 1893]",,
50,60,BLN,"[9, 6, 1893]",,
41,64,LOU,"[9, 6, 1893]",,
57,53,BRO,"[9, 7, 1893]",,
47,65,STL,"[9, 7, 1893]",,
67,44,PIT,"[9, 8, 1893]",,
41,65,LOU,"[9, 8, 1893]",,
37,74,WHS,"[9, 8, 1893]",,
80,32,BSN,"[9, 9, 1893]",,
68,44,PIT,"[9, 9, 1893]",,
50,62,BLN,"[9, 9, 1893]",,
41,66,LOU,"[9, 9, 1893]",,
37,75,WHS,"[9, 9, 1893]",,
81,32,BSN,"[9, 11, 1893]",,
61,53,NYG,"[9, 11, 1893]",,
54,59,CIN,"[9, 11, 1893]",,
