Win,Loss,Team,Data,,
33,96,BSN,"[9, 13, 1911]",,
33,97,BSN,"[9, 14, 1911]",,
59,75,CIN,"[9, 16, 1911]",,
34,97,BSN,"[9, 17, 1911]",,
34,98,BSN,"[9, 18, 1911]",,
80,60,PIT,"[9, 19, 1911]",,
61,77,CIN,"[9, 19, 1911]",,
34,99,BSN,"[9, 19, 1911]",,
86,46,NYG,"[9, 20, 1911]",,
81,60,PIT,"[9, 20, 1911]",,
54,80,BRO,"[9, 20, 1911]",,
34,100,BSN,"[9, 20, 1911]",,
34,101,BSN,"[9, 21, 1911]",,
88,47,NYG,"[9, 22, 1911]",,
35,101,BSN,"[9, 22, 1911]",,
89,47,NYG,"[9, 23, 1911]",,
90,48,NYG,"[9, 25, 1911]",,
84,57,CHC,"[9, 25, 1911]",,
66,80,CIN,"[9, 25, 1911]",,
36,102,BSN,"[9, 25, 1911]",,
85,58,CHC,"[9, 26, 1911]",,
37,103,BSN,"[9, 26, 1911]",,
67,80,CIN,"[9, 27, 1911]",,
37,104,BSN,"[9, 27, 1911]",,
90,50,NYG,"[9, 28, 1911]",,
87,58,CHC,"[9, 28, 1911]",,
78,66,PHI,"[9, 30, 1911]",,
68,81,CIN,"[9, 30, 1911]",,
38,105,BSN,"[9, 30, 1911]",,
87,60,CHC,"[10, 1, 1911]",,
94,50,NYG,"[10, 3, 1911]",,
95,50,NYG,"[10, 4, 1911]",,
89,60,CHC,"[10, 4, 1911]",,
40,106,BSN,"[10, 4, 1911]",,
96,50,NYG,"[10, 5, 1911]",,
90,60,CHC,"[10, 5, 1911]",,
98,50,NYG,"[10, 6, 1911]",,
41,107,BSN,"[10, 6, 1911]",,
98,51,NYG,"[10, 7, 1911]",,
85,67,PIT,"[10, 7, 1911]",,
42,107,BSN,"[10, 7, 1911]",,
91,61,CHC,"[10, 8, 1911]",,
85,68,PIT,"[10, 8, 1911]",,
68,82,CIN,"[10, 8, 1911]",,
99,51,NYG,"[10, 9, 1911]",,
85,69,PIT,"[10, 9, 1911]",,
79,73,PHI,"[10, 9, 1911]",,
69,83,CIN,"[10, 9, 1911]",,
44,107,BSN,"[10, 9, 1911]",,
99,52,NYG,"[10, 10, 1911]",,
99,54,NYG,"[10, 12, 1911]",,
92,62,CHC,"[10, 12, 1911]",,
70,83,CIN,"[10, 12, 1911]",,
28,6,NYG,"[5, 30, 1912]",,
35,8,NYG,"[6, 11, 1912]",,
37,9,NYG,"[6, 14, 1912]",,
43,11,NYG,"[6, 22, 1912]",,
52,11,NYG,"[7, 2, 1912]",,
54,11,NYG,"[7, 3, 1912]",,
56,14,NYG,"[7, 8, 1912]",,
57,14,NYG,"[7, 9, 1912]",,
57,15,NYG,"[7, 10, 1912]",,
58,19,NYG,"[7, 15, 1912]",,
22,59,BSN,"[7, 15, 1912]",,
60,21,NYG,"[7, 19, 1912]",,
63,21,NYG,"[7, 22, 1912]",,
23,63,BSN,"[7, 22, 1912]",,
64,21,NYG,"[7, 23, 1912]",,
23,64,BSN,"[7, 23, 1912]",,
65,22,NYG,"[7, 26, 1912]",,
27,69,BSN,"[8, 5, 1912]",,
28,71,BSN,"[8, 8, 1912]",,
72,28,NYG,"[8, 9, 1912]",,
28,72,BSN,"[8, 9, 1912]",,
28,73,BSN,"[8, 10, 1912]",,
73,29,NYG,"[8, 12, 1912]",,
28,75,BSN,"[8, 13, 1912]",,
28,76,BSN,"[8, 15, 1912]",,
28,77,BSN,"[8, 16, 1912]",,
31,79,BSN,"[8, 20, 1912]",,
74,38,CHC,"[8, 21, 1912]",,
53,62,CIN,"[8, 22, 1912]",,
35,81,BSN,"[8, 26, 1912]",,
76,41,CHC,"[8, 27, 1912]",,
52,66,STL,"[8, 27, 1912]",,
35,82,BSN,"[8, 27, 1912]",,
44,76,BRO,"[8, 30, 1912]",,
84,36,NYG,"[9, 2, 1912]",,
61,65,CIN,"[9, 2, 1912]",,
91,39,NYG,"[9, 9, 1912]",,
92,39,NYG,"[9, 10, 1912]",,
49,82,BRO,"[9, 10, 1912]",,
41,91,BSN,"[9, 12, 1912]",,
50,84,BRO,"[9, 13, 1912]",,
41,92,BSN,"[9, 13, 1912]",,
95,41,NYG,"[9, 16, 1912]",,
84,51,CHC,"[9, 16, 1912]",,
50,86,BRO,"[9, 16, 1912]",,
43,93,BSN,"[9, 16, 1912]",,
95,42,NYG,"[9, 17, 1912]",,
95,43,NYG,"[9, 19, 1912]",,
72,70,CIN,"[9, 20, 1912]",,
97,44,NYG,"[9, 21, 1912]",,
72,71,CIN,"[9, 21, 1912]",,
67,74,PHI,"[9, 21, 1912]",,
46,96,BSN,"[9, 21, 1912]",,
54,88,BRO,"[9, 23, 1912]",,
99,44,NYG,"[9, 26, 1912]",,
72,74,CIN,"[9, 26, 1912]",,
59,87,STL,"[9, 26, 1912]",,
54,90,BRO,"[9, 26, 1912]",,
47,98,BSN,"[9, 26, 1912]",,
100,44,NYG,"[9, 27, 1912]",,
59,88,STL,"[9, 27, 1912]",,
74,74,CIN,"[9, 28, 1912]",,
74,75,CIN,"[9, 29, 1912]",,
61,88,STL,"[9, 29, 1912]",,
74,76,CIN,"[9, 30, 1912]",,
70,77,PHI,"[9, 30, 1912]",,
72,77,PHI,"[10, 2, 1912]",,
57,94,BRO,"[10, 3, 1912]",,
73,78,PHI,"[10, 4, 1912]",,
103,48,NYG,"[10, 5, 1912]",,
73,79,PHI,"[10, 5, 1912]",,
58,95,BRO,"[10, 5, 1912]",,
75,78,CIN,"[10, 6, 1912]",,
65,27,NYG,"[7, 29, 1913]",,
78,35,NYG,"[8, 21, 1913]",,
86,42,NYG,"[9, 5, 1913]",,
46,90,STL,"[9, 7, 1913]",,
47,94,STL,"[9, 13, 1913]",,
58,75,BRO,"[9, 14, 1913]",,
78,60,CHC,"[9, 15, 1913]",,
73,65,PIT,"[9, 15, 1913]",,
49,95,STL,"[9, 19, 1913]",,
75,66,PIT,"[9, 20, 1913]",,
62,78,BRO,"[9, 23, 1913]",,
83,63,CHC,"[9, 24, 1913]",,
76,68,PIT,"[9, 24, 1913]",,
63,78,BSN,"[9, 24, 1913]",,
62,79,BRO,"[9, 24, 1913]",,
84,63,CHC,"[9, 25, 1913]",,
76,69,PIT,"[9, 25, 1913]",,
77,69,PIT,"[9, 26, 1913]",,
64,81,BSN,"[9, 26, 1913]",,
62,81,BRO,"[9, 26, 1913]",,
85,64,CHC,"[9, 27, 1913]",,
78,69,PIT,"[9, 27, 1913]",,
97,49,NYG,"[9, 29, 1913]",,
66,82,BSN,"[9, 29, 1913]",,
97,50,NYG,"[9, 30, 1913]",,
67,82,BSN,"[9, 30, 1913]",,
65,82,BRO,"[9, 30, 1913]",,
69,82,BSN,"[10, 3, 1913]",,
65,84,BRO,"[10, 3, 1913]",,
101,51,NYG,"[10, 4, 1913]",,
88,63,PHI,"[10, 4, 1913]",,
64,89,CIN,"[10, 5, 1913]",,
74,66,CHC,"[9, 22, 1914]",,
76,66,STL,"[9, 24, 1914]",,
84,56,BSN,"[9, 25, 1914]",,
76,67,STL,"[9, 25, 1914]",,
77,68,STL,"[9, 26, 1914]",,
75,71,CHC,"[9, 26, 1914]",,
70,75,BRO,"[9, 26, 1914]",,
57,89,CIN,"[9, 26, 1914]",,
71,75,BRO,"[9, 28, 1914]",,
64,82,PIT,"[9, 29, 1914]",,
64,83,PIT,"[9, 30, 1914]",,
66,83,PIT,"[10, 2, 1914]",,
76,75,CHC,"[10, 3, 1914]",,
67,83,PIT,"[10, 3, 1914]",,
58,92,CIN,"[10, 3, 1914]",,
77,76,CHC,"[10, 4, 1914]",,
68,84,PIT,"[10, 4, 1914]",,
59,93,CIN,"[10, 4, 1914]",,
81,72,STL,"[10, 5, 1914]",,
78,76,CHC,"[10, 5, 1914]",,
69,85,PIT,"[10, 5, 1914]",,
60,94,CIN,"[10, 5, 1914]",,
94,59,BSN,"[10, 6, 1914]",,
84,70,NYG,"[10, 6, 1914]",,
74,80,PHI,"[10, 6, 1914]",,
60,73,NYG,"[9, 14, 1915]",,
66,73,CIN,"[9, 19, 1915]",,
75,65,BRO,"[9, 20, 1915]",BSN,"[9, 20, 1915]"
81,59,PHI,"[9, 21, 1915]",,
76,65,BSN,"[9, 21, 1915]",,
65,77,NYG,"[9, 22, 1915]",,
66,77,NYG,"[9, 23, 1915]",,
65,76,CHC,"[9, 23, 1915]",,
77,67,BRO,"[9, 24, 1915]",,
71,79,PIT,"[9, 25, 1915]",,
69,79,STL,"[9, 25, 1915]",,
67,77,NYG,"[9, 25, 1915]",,
66,78,CHC,"[9, 25, 1915]",,
67,78,NYG,"[9, 26, 1915]",,
68,78,CHC,"[9, 27, 1915]",,
69,80,CIN,"[9, 28, 1915]",,
68,79,NYG,"[9, 30, 1915]",,
79,68,BSN,"[10, 1, 1915]",,
73,80,CHC,"[10, 3, 1915]",,
71,83,CIN,"[10, 3, 1915]",,
88,62,PHI,"[10, 4, 1915]",,
83,68,BSN,"[10, 6, 1915]",,
68,83,NYG,"[10, 6, 1915]",,
45,93,BAL,"[9, 19, 1915]",,
71,73,BUF,"[9, 22, 1915]",,
74,69,KCP,"[9, 23, 1915]",,
46,102,BAL,"[9, 28, 1915]",,
85,66,SLM,"[9, 29, 1915]",,
70,82,BTT,"[9, 30, 1915]",,
46,104,BAL,"[9, 30, 1915]",,
46,106,BAL,"[10, 2, 1915]",,
87,67,SLM,"[10, 3, 1915]",,
47,107,BAL,"[10, 3, 1915]",,
72,49,BRO,"[9, 4, 1916]",PHI,"[9, 4, 1916]"
59,79,STL,"[9, 13, 1916]",,
60,80,STL,"[9, 16, 1916]",,
60,81,STL,"[9, 18, 1916]",,
63,79,CHC,"[9, 19, 1916]",,
54,89,CIN,"[9, 19, 1916]",,
64,79,PIT,"[9, 20, 1916]",,
76,62,NYG,"[9, 22, 1916]",,
60,87,STL,"[9, 23, 1916]",,
57,92,CIN,"[9, 25, 1916]",,
65,85,CHC,"[9, 26, 1916]",PIT,"[9, 26, 1916]"
60,91,STL,"[9, 27, 1916]",,
85,63,NYG,"[9, 30, 1916]",,
65,88,PIT,"[9, 30, 1916]",,
60,92,STL,"[9, 30, 1916]",,
67,86,CHC,"[10, 1, 1916]",,
65,89,PIT,"[10, 1, 1916]",,
60,93,CIN,"[10, 1, 1916]",STL,"[10, 1, 1916]"
94,60,BRO,"[10, 5, 1916]",,
91,62,PHI,"[10, 5, 1916]",,
89,63,BSN,"[10, 5, 1916]",,
35,76,PIT,"[8, 18, 1917]",,
84,48,NYG,"[9, 11, 1917]",,
45,89,PIT,"[9, 12, 1917]",,
87,49,NYG,"[9, 13, 1917]",,
46,93,PIT,"[9, 17, 1917]",,
46,95,PIT,"[9, 18, 1917]",,
93,51,NYG,"[9, 22, 1917]",,
64,76,BRO,"[9, 24, 1917]",,
83,61,PHI,"[9, 25, 1917]",,
94,53,NYG,"[9, 26, 1917]",,
84,61,PHI,"[9, 26, 1917]",,
95,53,NYG,"[9, 29, 1917]",,
76,76,CIN,"[9, 29, 1917]",,
50,103,PIT,"[9, 29, 1917]",,
82,70,STL,"[9, 30, 1917]",,
87,63,PHI,"[10, 2, 1917]",,
9,0,NYG,"[4, 26, 1918]",,
16,1,NYG,"[5, 7, 1918]",,
17,1,NYG,"[5, 8, 1918]",,
18,1,NYG,"[5, 9, 1918]",,
79,34,CIN,"[8, 25, 1919]",,
96,43,CIN,"[9, 27, 1919]",,
54,84,PHI,"[9, 16, 1920]",,
59,80,BSN,"[9, 21, 1920]",,
59,89,PHI,"[9, 25, 1920]",,
80,69,CIN,"[9, 28, 1920]",,
61,91,PHI,"[10, 2, 1920]",,
93,61,BRO,"[10, 3, 1920]",,
86,68,NYG,"[10, 3, 1920]",,
79,75,PIT,"[10, 3, 1920]",,
62,90,BSN,"[10, 3, 1920]",,
62,91,PHI,"[10, 3, 1920]",,
30,67,PHI,"[8, 4, 1921]",,
33,75,PHI,"[8, 14, 1921]",,
45,90,PHI,"[9, 7, 1921]",,
48,95,PHI,"[9, 16, 1921]",,
58,86,CHC,"[9, 20, 1921]",,
79,72,BSN,"[9, 27, 1921]",,
89,62,PIT,"[9, 29, 1921]",,
90,63,PIT,"[10, 2, 1921]",,
51,88,PHI,"[9, 18, 1922]",,
51,89,PHI,"[9, 19, 1922]",,
49,96,BSN,"[9, 22, 1922]",,
81,66,STL,"[9, 23, 1922]",,
55,92,PHI,"[9, 23, 1922]",,
84,68,CIN,"[9, 26, 1922]",,
75,76,BRO,"[9, 26, 1922]",,
56,95,PHI,"[9, 27, 1922]",,
84,69,STL,"[9, 30, 1922]",,
76,77,BRO,"[9, 30, 1922]",,
52,99,BSN,"[9, 30, 1922]",,
80,74,CHC,"[10, 1, 1922]",,
76,78,BRO,"[10, 1, 1922]",,
57,96,PHI,"[10, 1, 1922]",,
33,76,BSN,"[8, 16, 1923]",,
33,77,BSN,"[8, 17, 1923]",,
82,59,PIT,"[9, 19, 1923]",,
75,67,CHC,"[9, 19, 1923]",,
74,70,STL,"[9, 23, 1923]",,
49,94,BSN,"[9, 23, 1923]",,
71,76,BRO,"[9, 26, 1923]",,
47,100,PHI,"[9, 26, 1923]",,
47,101,PHI,"[9, 27, 1923]",,
47,102,PHI,"[9, 28, 1923]",,
91,60,CIN,"[9, 29, 1923]",,
81,69,CHC,"[9, 29, 1923]",,
52,97,BSN,"[9, 30, 1923]",,
78,73,STL,"[10, 6, 1923]",,
54,100,BSN,"[10, 6, 1923]",,
50,104,PHI,"[10, 6, 1923]",,
95,58,NYG,"[10, 7, 1923]",,
47,74,PHI,"[8, 28, 1924]",,
52,90,PHI,"[9, 16, 1924]",,
86,61,PIT,"[9, 24, 1924]",,
54,95,PHI,"[9, 25, 1924]",,
83,70,CIN,"[9, 28, 1924]",,
61,78,CHC,"[9, 10, 1925]",,
61,79,CHC,"[9, 12, 1925]",,
62,82,CHC,"[9, 18, 1925]",,
61,81,PHI,"[9, 19, 1925]",,
66,81,BSN,"[9, 21, 1925]",,
62,83,PHI,"[9, 22, 1925]",,
66,84,CHC,"[9, 26, 1925]",,
94,57,PIT,"[9, 27, 1925]",,
67,84,CHC,"[9, 27, 1925]",,
66,85,PHI,"[10, 1, 1925]",,
67,85,CHC,"[10, 2, 1925]",,
68,85,CHC,"[10, 3, 1925]",PHI,"[10, 3, 1925]"
68,86,CHC,"[10, 4, 1925]",,
58,83,BSN,"[9, 16, 1926]",,
87,62,STL,"[9, 19, 1926]",,
81,70,CHC,"[9, 22, 1926]",,
89,64,STL,"[9, 25, 1926]",,
89,65,STL,"[9, 26, 1926]",,
82,72,CHC,"[9, 26, 1926]",,
56,86,BSN,"[9, 18, 1927]",,
61,82,BRO,"[9, 20, 1927]",,
56,88,BSN,"[9, 20, 1927]",,
88,55,PIT,"[9, 21, 1927]",,
57,90,BSN,"[9, 24, 1927]",,
51,102,PHI,"[10, 1, 1927]",,
7,33,PHI,"[6, 2, 1928]",,
22,60,PHI,"[7, 24, 1928]",,
31,77,PHI,"[8, 18, 1928]",,
33,78,PHI,"[8, 22, 1928]",,
34,83,PHI,"[8, 29, 1928]",,
41,80,BSN,"[9, 2, 1928]",,
43,82,BSN,"[9, 5, 1928]",,
37,91,PHI,"[9, 5, 1928]",,
42,95,PHI,"[9, 12, 1928]",,
42,96,PHI,"[9, 13, 1928]",,
42,99,PHI,"[9, 15, 1928]",,
42,100,PHI,"[9, 17, 1928]",,
42,101,PHI,"[9, 18, 1928]",,
42,102,PHI,"[9, 20, 1928]",,
77,72,CIN,"[9, 24, 1928]",,
42,106,PHI,"[9, 24, 1928]",,
43,107,PHI,"[9, 26, 1928]",,
43,108,PHI,"[9, 27, 1928]",,
78,74,CIN,"[9, 30, 1928]",,
43,109,PHI,"[9, 30, 1928]",,
89,42,CHC,"[9, 7, 1929]",,
93,48,CHC,"[9, 18, 1929]",,
94,48,CHC,"[9, 19, 1929]",,
94,49,CHC,"[9, 21, 1929]",,
64,80,PHI,"[9, 24, 1929]",,
54,92,BSN,"[9, 24, 1929]",,
67,81,BRO,"[9, 26, 1929]",,
95,51,CHC,"[9, 29, 1929]",,
54,97,BSN,"[9, 29, 1929]",,
97,52,CHC,"[10, 3, 1929]",,
98,52,CHC,"[10, 4, 1929]",,
65,87,CIN,"[10, 4, 1929]",,
98,53,CHC,"[10, 5, 1929]",,
98,54,CHC,"[10, 6, 1929]",,
66,88,CIN,"[10, 6, 1929]",,
56,98,BSN,"[10, 6, 1929]",,
59,90,CIN,"[9, 23, 1930]",,
59,91,CIN,"[9, 24, 1930]",,
87,64,CHC,"[9, 25, 1930]",,
59,92,CIN,"[9, 25, 1930]",,
88,64,CHC,"[9, 26, 1930]",,
59,94,CIN,"[9, 27, 1930]",,
90,64,CHC,"[9, 28, 1930]",,
70,84,BSN,"[9, 28, 1930]",,
59,95,CIN,"[9, 28, 1930]",,
52,102,PHI,"[9, 28, 1930]",,
84,47,STL,"[9, 4, 1931]",,
50,88,CIN,"[9, 8, 1931]",,
52,89,CIN,"[9, 12, 1931]",,
53,90,CIN,"[9, 13, 1931]",,
95,49,STL,"[9, 15, 1931]",,
96,49,STL,"[9, 16, 1931]",,
76,71,BRO,"[9, 18, 1931]",,
97,51,STL,"[9, 19, 1931]",,
99,53,STL,"[9, 26, 1931]",,
101,53,STL,"[9, 27, 1931]",,
78,72,BRO,"[9, 19, 1932]",,
81,73,BRO,"[9, 25, 1932]",,
72,82,STL,"[9, 25, 1932]",NYG,"[9, 25, 1932]"
52,86,CIN,"[9, 11, 1933]",,
54,81,PHI,"[9, 15, 1933]",,
57,88,CIN,"[9, 17, 1933]",,
85,48,NYG,"[9, 7, 1934]",,
85,49,NYG,"[9, 9, 1934]",,
88,51,NYG,"[9, 14, 1934]",,
51,90,CIN,"[9, 19, 1934]",,
51,91,CIN,"[9, 20, 1934]",,
39,15,NYG,"[6, 23, 1935]",,
25,70,BSN,"[8, 1, 1935]",,
25,75,BSN,"[8, 5, 1935]",,
26,75,BSN,"[8, 6, 1935]",,
27,76,BSN,"[8, 10, 1935]",,
33,90,BSN,"[8, 31, 1935]",,
33,94,BSN,"[9, 6, 1935]",,
33,98,BSN,"[9, 10, 1935]",,
86,49,STL,"[9, 11, 1935]",,
33,99,BSN,"[9, 11, 1935]",,
33,100,BSN,"[9, 12, 1935]",,
89,52,CHC,"[9, 13, 1935]",,
33,101,BSN,"[9, 13, 1935]",,
34,103,BSN,"[9, 15, 1935]",,
34,104,BSN,"[9, 16, 1935]",,
34,105,BSN,"[9, 17, 1935]",,
34,106,BSN,"[9, 18, 1935]",,
34,107,BSN,"[9, 19, 1935]",,
35,108,BSN,"[9, 21, 1935]",,
35,110,BSN,"[9, 22, 1935]",,
36,111,BSN,"[9, 23, 1935]",,
36,113,BSN,"[9, 24, 1935]",,
100,52,CHC,"[9, 27, 1935]",,
37,114,BSN,"[9, 27, 1935]",,
100,53,CHC,"[9, 28, 1935]",,
100,54,CHC,"[9, 29, 1935]",,
96,58,STL,"[9, 29, 1935]",,
38,115,BSN,"[9, 29, 1935]",,
67,87,BRO,"[9, 27, 1936]",,
61,89,BRO,"[9, 30, 1937]",,
61,90,PHI,"[9, 30, 1937]",,
61,92,PHI,"[10, 3, 1937]",,
45,99,PHI,"[9, 25, 1938]",,
45,101,PHI,"[9, 27, 1938]",,
45,102,PHI,"[9, 28, 1938]",,
45,103,PHI,"[9, 29, 1938]",,
45,105,PHI,"[10, 2, 1938]",,
41,89,PHI,"[9, 13, 1939]",,
44,99,PHI,"[9, 23, 1939]",,
44,101,PHI,"[9, 24, 1939]",,
97,57,CIN,"[10, 1, 1939]",,
45,106,PHI,"[10, 1, 1939]",,
95,48,CIN,"[9, 21, 1940]",,
20,56,PHI,"[7, 12, 1941]",,
31,81,PHI,"[8, 18, 1941]",,
35,87,PHI,"[8, 27, 1941]",,
38,94,PHI,"[9, 7, 1941]",,
38,96,PHI,"[9, 10, 1941]",,
39,97,PHI,"[9, 13, 1941]",,
40,98,PHI,"[9, 14, 1941]",,
91,51,STL,"[9, 17, 1941]",,
40,100,PHI,"[9, 17, 1941]",,
40,102,PHI,"[9, 18, 1941]",,
41,105,PHI,"[9, 21, 1941]",,
97,53,BRO,"[9, 22, 1941]",,
41,106,PHI,"[9, 22, 1941]",,
42,109,PHI,"[9, 24, 1941]",,
42,110,PHI,"[9, 25, 1941]",,
43,110,PHI,"[9, 27, 1941]",,
97,56,STL,"[9, 28, 1941]",,
88,66,CIN,"[9, 28, 1941]",,
62,92,BSN,"[9, 28, 1941]",,
43,111,PHI,"[9, 28, 1941]",,
60,24,BRO,"[7, 17, 1942]",,
31,74,PHI,"[8, 10, 1942]",,
76,33,BRO,"[8, 12, 1942]",,
31,75,PHI,"[8, 12, 1942]",,
31,76,PHI,"[8, 14, 1942]",,
92,42,BRO,"[9, 6, 1942]",,
94,44,BRO,"[9, 10, 1942]",,
37,94,PHI,"[9, 10, 1942]",,
37,95,PHI,"[9, 11, 1942]",,
37,96,PHI,"[9, 12, 1942]",,
38,97,PHI,"[9, 13, 1942]",,
38,98,PHI,"[9, 14, 1942]",,
38,99,PHI,"[9, 15, 1942]",,
99,50,BRO,"[9, 22, 1942]",,
100,50,BRO,"[9, 23, 1942]",,
40,105,PHI,"[9, 23, 1942]",,
104,48,STL,"[9, 24, 1942]",,
101,50,BRO,"[9, 24, 1942]",,
102,50,BRO,"[9, 25, 1942]",,
42,108,PHI,"[9, 26, 1942]",,
106,48,STL,"[9, 27, 1942]",,
49,84,NYG,"[9, 12, 1943]",,
100,49,STL,"[9, 28, 1943]",,
55,97,NYG,"[10, 2, 1943]",,
105,49,STL,"[10, 3, 1943]",,
68,26,STL,"[7, 31, 1944]",,
74,27,STL,"[8, 10, 1944]",,
75,27,STL,"[8, 11, 1944]",,
77,28,STL,"[8, 13, 1944]",,
78,28,STL,"[8, 14, 1944]",,
79,28,STL,"[8, 15, 1944]",,
80,28,STL,"[8, 16, 1944]",,
81,28,STL,"[8, 17, 1944]",,
84,29,STL,"[8, 20, 1944]",,
88,29,STL,"[8, 24, 1944]",,
89,29,STL,"[8, 25, 1944]",,
89,30,STL,"[8, 27, 1944]",,
90,30,STL,"[8, 28, 1944]",,
91,30,STL,"[8, 29, 1944]",,
91,32,STL,"[9, 2, 1944]",,
91,34,STL,"[9, 3, 1944]",,
92,34,STL,"[9, 4, 1944]",,
93,35,STL,"[9, 5, 1944]",,
94,35,STL,"[9, 7, 1944]",,
95,37,STL,"[9, 10, 1944]",,
95,39,STL,"[9, 12, 1944]",,
102,46,STL,"[9, 25, 1944]",,
103,46,STL,"[9, 26, 1944]",,
103,47,STL,"[9, 27, 1944]",,
42,98,PHI,"[9, 12, 1945]",,
43,99,PHI,"[9, 14, 1945]",,
43,100,PHI,"[9, 15, 1945]",,
44,102,PHI,"[9, 17, 1945]",,
44,105,PHI,"[9, 21, 1945]",,
46,107,PHI,"[9, 28, 1945]",,
61,93,CIN,"[9, 30, 1945]",,
46,108,PHI,"[9, 30, 1945]",,
69,84,PHI,"[9, 28, 1946]",,
97,58,STL,"[10, 1, 1946]",,
96,59,BRO,"[10, 1, 1946]",,
98,58,STL,"[10, 3, 1946]",,
96,60,BRO,"[10, 3, 1946]",,
90,51,STL,"[9, 17, 1949]",,
42,81,PIT,"[8, 30, 1950]",,
52,91,PIT,"[9, 19, 1950]",,
52,92,PIT,"[9, 20, 1950]",,
97,59,BRO,"[10, 2, 1951]",NYG,"[10, 2, 1951]"
98,59,NYG,"[10, 3, 1951]",,
97,60,BRO,"[10, 3, 1951]",,
5,28,PIT,"[5, 22, 1952]",,
40,15,BRO,"[6, 19, 1952]",,
41,15,BRO,"[6, 20, 1952]",,
30,79,PIT,"[8, 6, 1952]",,
39,103,PIT,"[9, 11, 1952]",,
40,107,PIT,"[9, 14, 1952]",,
40,108,PIT,"[9, 16, 1952]",,
41,108,PIT,"[9, 17, 1952]",,
41,109,PIT,"[9, 19, 1952]",,
41,110,PIT,"[9, 21, 1952]",,
41,111,PIT,"[9, 26, 1952]",,
42,111,PIT,"[9, 27, 1952]",,
42,112,PIT,"[9, 28, 1952]",,
38,85,PIT,"[8, 17, 1953]",,
39,86,PIT,"[8, 19, 1953]",,
85,40,BRO,"[8, 26, 1953]",,
94,42,BRO,"[9, 6, 1953]",,
97,43,BRO,"[9, 10, 1953]",,
98,44,BRO,"[9, 12, 1953]",,
48,101,PIT,"[9, 19, 1953]",,
10,0,BRO,"[4, 21, 1955]",,
19,2,BRO,"[5, 6, 1955]",,
20,2,BRO,"[5, 7, 1955]",,
21,2,BRO,"[5, 8, 1955]",,
22,2,BRO,"[5, 10, 1955]",,
43,13,BRO,"[6, 12, 1955]",,
44,15,BRO,"[6, 16, 1955]",,
50,17,BRO,"[6, 25, 1955]",,
51,18,BRO,"[6, 28, 1955]",,
77,38,BRO,"[8, 16, 1955]",,
93,49,BRO,"[9, 11, 1955]",,
67,65,CIN,"[9, 3, 1957]",,
87,68,LAD,"[9, 28, 1959]",,
86,69,MLN,"[9, 28, 1959]",,
88,68,LAD,"[9, 29, 1959]",,
86,70,MLN,"[9, 29, 1959]",,
57,95,PHI,"[9, 30, 1960]",,
30,84,PHI,"[8, 17, 1961]",,
40,97,PHI,"[9, 9, 1961]",,
41,98,PHI,"[9, 11, 1961]",,
44,100,PHI,"[9, 17, 1961]",,
47,104,PHI,"[9, 27, 1961]",,
47,105,PHI,"[9, 28, 1961]",,
47,106,PHI,"[9, 30, 1961]",,
24,72,NYM,"[7, 25, 1962]",,
24,73,NYM,"[7, 26, 1962]",,
79,39,LAD,"[8, 11, 1962]",,
30,89,NYM,"[8, 15, 1962]",,
30,91,NYM,"[8, 18, 1962]",,
30,92,NYM,"[8, 19, 1962]",,
30,94,NYM,"[8, 20, 1962]",,
31,95,NYM,"[8, 21, 1962]",,
32,95,NYM,"[8, 22, 1962]",,
32,96,NYM,"[8, 23, 1962]",,
34,102,NYM,"[8, 31, 1962]",,
35,103,NYM,"[9, 2, 1962]",,
35,105,NYM,"[9, 3, 1962]",,
35,106,NYM,"[9, 4, 1962]",,
35,107,NYM,"[9, 7, 1962]",,
35,109,NYM,"[9, 8, 1962]",,
96,51,LAD,"[9, 12, 1962]",,
36,110,NYM,"[9, 14, 1962]",,
37,111,NYM,"[9, 16, 1962]",,
37,113,NYM,"[9, 18, 1962]",,
94,61,CIN,"[9, 20, 1962]",,
37,115,NYM,"[9, 20, 1962]",,
94,62,CIN,"[9, 21, 1962]",,
81,74,MLN,"[9, 21, 1962]",,
78,77,PHI,"[9, 21, 1962]",,
56,99,CHC,"[9, 21, 1962]",,
100,55,LAD,"[9, 22, 1962]",,
94,63,CIN,"[9, 22, 1962]",,
90,65,PIT,"[9, 22, 1962]",,
82,74,MLN,"[9, 22, 1962]",,
79,76,STL,"[9, 22, 1962]",,
79,77,PHI,"[9, 22, 1962]",,
57,99,CHC,"[9, 22, 1962]",,
38,116,NYM,"[9, 22, 1962]",,
100,56,LAD,"[9, 23, 1962]",,
95,63,CIN,"[9, 23, 1962]",,
90,66,PIT,"[9, 23, 1962]",,
83,74,MLN,"[9, 23, 1962]",,
80,76,STL,"[9, 23, 1962]",,
79,78,PHI,"[9, 23, 1962]",,
57,100,CHC,"[9, 23, 1962]",,
39,116,NYM,"[9, 23, 1962]",,
100,57,LAD,"[9, 25, 1962]",,
96,63,CIN,"[9, 25, 1962]",,
90,67,PIT,"[9, 25, 1962]",,
84,74,MLN,"[9, 25, 1962]",,
80,77,STL,"[9, 25, 1962]",,
62,93,HOU,"[9, 25, 1962]",,
39,117,NYM,"[9, 25, 1962]",,
101,57,LAD,"[9, 26, 1962]",,
99,59,SFG,"[9, 26, 1962]",,
96,64,CIN,"[9, 26, 1962]",,
91,67,PIT,"[9, 26, 1962]",,
