Loss,Win,Team,Date,Img_Link
63,73,Detroit Tigers,"9, 16, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
71,63,Chicago White Sox,"9, 16, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
46,89,Philadelphia Athletics,"9, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
64,73,Detroit Tigers,"9, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
72,63,Chicago White Sox,"9, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
93,43,Clevelands Naps,"9, 17, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
64,74,Detroit Tigers,"9, 18, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
72,64,Chicago White Sox,"9, 18, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
76,61,New York Yankees,"9, 18, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
94,44,Clevelands Naps,"9, 19, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
77,62,New York Yankees,"9, 20, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
95,44,Clevelands Naps,"9, 20, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
77,63,New York Yankees,"9, 21, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
96,45,Clevelands Naps,"9, 22, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
77,64,New York Yankees,"9, 23, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
49,92,Philadelphia Athletics,"9, 24, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
78,63,St. Louis Browns,"9, 24, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
98,45,Clevelands Naps,"9, 24, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
69,75,Detroit Tigers,"9, 25, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
78,64,St. Louis Browns,"9, 25, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
70,76,Detroit Tigers,"9, 26, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
99,47,Clevelands Naps,"9, 26, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
69,77,Washington Senators,"9, 27, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
79,67,New York Yankees,"9, 27, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
79,66,St. Louis Browns,"9, 27, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
100,48,Clevelands Naps,"9, 27, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
80,68,Chicago White Sox,"9, 28, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
80,67,New York Yankees,"9, 28, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
81,68,Chicago White Sox,"9, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
100,50,Clevelands Naps,"9, 29, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
50,96,Philadelphia Athletics,"9, 30, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
72,78,Detroit Tigers,"9, 30, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
82,68,Chicago White Sox,"9, 30, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,97,Philadelphia Athletics,"10, 1, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
51,97,Philadelphia Athletics,"10, 2, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
72,79,Washington Senators,"10, 3, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
73,79,Detroit Tigers,"10, 3, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
101,51,Clevelands Naps,"10, 3, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,70,Chicago White Sox,"10, 4, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
52,98,Philadelphia Athletics,"10, 5, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
53,98,Philadelphia Athletics,"10, 6, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,70,New York Yankees,"10, 6, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
53,99,Philadelphia Athletics,"10, 7, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
62,91,Boston Red Sox,"10, 7, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
73,81,Washington Senators,"10, 7, 1914",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
26,48,Chicago White Sox,"7, 9, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
45,26,Cleveland Indians,"7, 11, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
48,28,Cleveland Indians,"7, 14, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
49,28,Cleveland Indians,"7, 15, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
51,28,Cleveland Indians,"7, 17, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
52,29,Philadelphia Athletics,"7, 19, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
53,29,Philadelphia Athletics,"7, 20, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
53,30,Philadelphia Athletics,"7, 21, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
58,31,Philadelphia Athletics,"7, 27, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
56,35,Cleveland Indians,"7, 29, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
64,33,Philadelphia Athletics,"8, 5, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
46,53,Washington Senators,"8, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
64,40,St. Louis Browns,"8, 12, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
66,41,St. Louis Browns,"8, 15, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
68,41,St. Louis Browns,"8, 16, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
36,69,Boston Red Sox,"8, 18, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
73,34,Philadelphia Athletics,"8, 19, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
37,70,Boston Red Sox,"8, 20, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
68,42,Cleveland Indians,"8, 20, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
37,71,Boston Red Sox,"8, 21, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
69,41,St. Louis Browns,"8, 21, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
37,75,Boston Red Sox,"8, 24, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
41,74,Detroit Tigers,"8, 24, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
42,74,Detroit Tigers,"8, 25, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
42,75,Detroit Tigers,"8, 26, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
39,76,Boston Red Sox,"8, 27, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
80,36,Philadelphia Athletics,"8, 28, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
74,45,Cleveland Indians,"8, 29, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
43,80,Detroit Tigers,"8, 31, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
39,82,Boston Red Sox,"9, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
44,82,Detroit Tigers,"9, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
75,49,St. Louis Browns,"9, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
39,83,Boston Red Sox,"9, 4, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
76,50,St. Louis Browns,"9, 4, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
78,50,St. Louis Browns,"9, 5, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
65,58,New York Yankees,"9, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
87,36,Philadelphia Athletics,"9, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
59,68,Washington Senators,"9, 7, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
88,37,Philadelphia Athletics,"9, 7, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
66,59,New York Yankees,"9, 8, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
78,52,St. Louis Browns,"9, 8, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
48,86,Detroit Tigers,"9, 10, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
69,59,New York Yankees,"9, 10, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
78,53,St. Louis Browns,"9, 10, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
93,38,Philadelphia Athletics,"9, 11, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
43,89,Boston Red Sox,"9, 13, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
43,90,Boston Red Sox,"9, 14, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
44,90,Boston Red Sox,"9, 15, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
48,91,Detroit Tigers,"9, 16, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
96,38,Philadelphia Athletics,"9, 17, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
50,91,Detroit Tigers,"9, 18, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
86,53,Cleveland Indians,"9, 18, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
97,39,Philadelphia Athletics,"9, 18, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
87,54,Cleveland Indians,"9, 20, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
51,93,Detroit Tigers,"9, 22, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
89,54,Cleveland Indians,"9, 22, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
45,97,Boston Red Sox,"9, 23, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
78,65,New York Yankees,"9, 23, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
91,54,Cleveland Indians,"9, 23, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
46,97,Boston Red Sox,"9, 24, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
52,96,Detroit Tigers,"9, 25, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
64,80,Washington Senators,"9, 25, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
92,56,Cleveland Indians,"9, 25, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
105,40,Philadelphia Athletics,"9, 25, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
92,57,Cleveland Indians,"9, 27, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
106,40,Philadelphia Athletics,"9, 27, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
65,81,Washington Senators,"9, 28, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
93,57,Cleveland Indians,"9, 29, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
108,40,Philadelphia Athletics,"9, 29, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
66,83,Washington Senators,"9, 30, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
88,63,St. Louis Browns,"10, 1, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
47,99,Boston Red Sox,"10, 2, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
54,99,Detroit Tigers,"10, 2, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
61,92,Chicago White Sox,"10, 2, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
90,63,St. Louis Browns,"10, 2, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
54,100,Detroit Tigers,"10, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
61,93,Chicago White Sox,"10, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
91,63,St. Louis Browns,"10, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
95,57,Cleveland Indians,"10, 3, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
109,41,Philadelphia Athletics,"10, 4, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
49,101,Boston Red Sox,"10, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,68,New York Yankees,"10, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
109,43,Philadelphia Athletics,"10, 6, 1915",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
31,22,St. Louis Browns,"6, 20, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
44,17,Philadelphia Athletics,"7, 1, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,17,Philadelphia Athletics,"7, 8, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
54,18,Philadelphia Athletics,"7, 13, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
56,18,Philadelphia Athletics,"7, 15, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
58,18,Philadelphia Athletics,"7, 18, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
48,36,St. Louis Browns,"7, 19, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
59,18,Philadelphia Athletics,"7, 19, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
49,38,St. Louis Browns,"7, 23, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,19,Philadelphia Athletics,"7, 25, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
64,19,Philadelphia Athletics,"7, 26, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
65,19,Philadelphia Athletics,"7, 27, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
66,19,Philadelphia Athletics,"7, 28, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
68,19,Philadelphia Athletics,"7, 29, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
70,19,Philadelphia Athletics,"7, 30, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
71,19,Philadelphia Athletics,"7, 31, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
73,19,Philadelphia Athletics,"8, 1, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
74,19,Philadelphia Athletics,"8, 2, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
75,19,Philadelphia Athletics,"8, 3, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
76,19,Philadelphia Athletics,"8, 4, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
77,19,Philadelphia Athletics,"8, 5, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
78,19,Philadelphia Athletics,"8, 6, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,19,Philadelphia Athletics,"8, 7, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,19,Philadelphia Athletics,"8, 8, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,20,Philadelphia Athletics,"8, 9, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,20,Philadelphia Athletics,"8, 10, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,22,Philadelphia Athletics,"8, 12, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
82,22,Philadelphia Athletics,"8, 14, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
83,22,Philadelphia Athletics,"8, 15, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
51,63,Chicago White Sox,"8, 17, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
53,62,Detroit Tigers,"8, 17, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
58,52,Washington Senators,"8, 17, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,23,Philadelphia Athletics,"8, 17, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
85,23,Philadelphia Athletics,"8, 18, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
54,63,Detroit Tigers,"8, 19, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
86,23,Philadelphia Athletics,"8, 19, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
87,23,Philadelphia Athletics,"8, 21, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
87,24,Philadelphia Athletics,"8, 22, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
88,24,Philadelphia Athletics,"8, 23, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
89,25,Philadelphia Athletics,"8, 24, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
60,57,Washington Senators,"8, 25, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
91,25,Philadelphia Athletics,"8, 25, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
57,65,Cleveland Indians,"8, 26, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
91,26,Philadelphia Athletics,"8, 26, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
58,66,Cleveland Indians,"8, 28, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
61,58,Washington Senators,"8, 28, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
92,26,Philadelphia Athletics,"8, 28, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
57,68,St. Louis Browns,"8, 29, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,58,Washington Senators,"8, 29, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
92,27,Philadelphia Athletics,"8, 29, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
59,67,Cleveland Indians,"8, 30, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,59,Washington Senators,"8, 30, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
93,27,Philadelphia Athletics,"8, 30, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
57,70,Detroit Tigers,"8, 31, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
94,27,Philadelphia Athletics,"8, 31, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
95,28,Philadelphia Athletics,"9, 1, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
96,28,Philadelphia Athletics,"9, 2, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
98,28,Philadelphia Athletics,"9, 4, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
99,29,Philadelphia Athletics,"9, 5, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
100,29,Philadelphia Athletics,"9, 6, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
101,29,Philadelphia Athletics,"9, 7, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
101,30,Philadelphia Athletics,"9, 8, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
65,70,St. Louis Browns,"9, 9, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
103,30,Philadelphia Athletics,"9, 9, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
66,72,St. Louis Browns,"9, 12, 1916",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
